ano,rodada,data,time,elo
2022,1,2022-04-09,Fluminense,1000.0
2022,1,2022-04-09,Santos Fc,1000.0
2022,1,2022-04-09,Atlético Goianiense,1000.0
2022,1,2022-04-09,Flamengo,1000.0
2022,1,2022-04-09,Palmeiras,985.0
2022,1,2022-04-09,Ceará,1015.0
2022,1,2022-04-10,Coritiba,1015.0
2022,1,2022-04-10,Goiás,985.0
2022,1,2022-04-10,Atlético Mineiro,1015.0
2022,1,2022-04-10,Internacional,985.0
2022,1,2022-04-10,Botafogo,985.0
2022,1,2022-04-10,Corinthians,1015.0
2022,1,2022-04-10,Fortaleza,985.0
2022,1,2022-04-10,Cuiabá,1015.0
2022,1,2022-04-10,Avaí,1015.0
2022,1,2022-04-10,America,985.0
2022,1,2022-04-10,São Paulo,1015.0
2022,1,2022-04-10,Athletico Paranaense,985.0
2022,1,2022-04-11,Juventude,1000.0
2022,1,2022-04-11,Red Bull Bragantino,1000.0
2022,2,2022-04-16,Goiás,985.0
2022,2,2022-04-16,Palmeiras,985.0
2022,2,2022-04-16,Corinthians,1030.0
2022,2,2022-04-16,Avaí,1000.0
2022,2,2022-04-16,America,1000.65
2022,2,2022-04-16,Juventude,984.35
2022,2,2022-04-16,Cuiabá,999.35
2022,2,2022-04-16,Fluminense,1015.65
2022,2,2022-04-17,Santos Fc,1015.65
2022,2,2022-04-17,Coritiba,999.35
2022,2,2022-04-17,Flamengo,1015.65
2022,2,2022-04-17,São Paulo,999.35
2022,2,2022-04-17,Red Bull Bragantino,1015.0
2022,2,2022-04-17,Atlético Goianiense,985.0
2022,2,2022-04-17,Internacional,1000.0
2022,2,2022-04-17,Fortaleza,970.0
2022,2,2022-04-17,Athletico Paranaense,971.29
2022,2,2022-04-17,Atlético Mineiro,1028.71
2022,2,2022-04-17,Ceará,998.71
2022,2,2022-04-17,Botafogo,1001.29
2022,3,2022-04-23,Red Bull Bragantino,1014.32
2022,3,2022-04-23,São Paulo,1000.03
2022,3,2022-04-23,Athletico Paranaense,988.2
2022,3,2022-04-23,Flamengo,998.74
2022,3,2022-04-23,Palmeiras,1001.93
2022,3,2022-04-23,Corinthians,1013.07
2022,3,2022-04-23,Fluminense,999.97
2022,3,2022-04-23,Internacional,1015.68
2022,3,2022-04-23,Atlético Mineiro,1027.44
2022,3,2022-04-23,Coritiba,1000.62
2022,3,2022-04-24,Santos Fc,1030.0
2022,3,2022-04-24,America,986.29
2022,3,2022-04-24,Juventude,970.0
2022,3,2022-04-24,Cuiabá,1013.71
2022,3,2022-04-24,Atlético Goianiense,985.7
2022,3,2022-04-24,Botafogo,1000.59
2022,3,2022-04-25,Avaí,1014.35
2022,3,2022-04-25,Goiás,970.65
2022,3,2022-06-01,Fortaleza,956.24
2022,3,2022-06-01,Ceará,1012.47
2022,4,2022-04-20,Flamengo,998.88
2022,4,2022-04-20,Palmeiras,1001.79
2022,4,2022-04-30,America,1001.38
2022,4,2022-04-30,Athletico Paranaense,973.11
2022,4,2022-04-30,Ceará,997.55
2022,4,2022-04-30,Red Bull Bragantino,1029.24
2022,4,2022-04-30,Goiás,973.08
2022,4,2022-04-30,Atlético Mineiro,1025.01
2022,4,2022-04-30,Cuiabá,1012.5
2022,4,2022-04-30,Atlético Goianiense,986.91
2022,4,2022-05-01,Botafogo,999.27
2022,4,2022-05-01,Juventude,971.32
2022,4,2022-05-01,Corinthians,1025.64
2022,4,2022-05-01,Fortaleza,943.67
2022,4,2022-05-01,Coritiba,1015.59
2022,4,2022-05-01,Fluminense,985.0
2022,4,2022-05-01,Internacional,1015.62
2022,4,2022-05-01,Avaí,1014.41
2022,4,2022-05-02,São Paulo,1016.32
2022,4,2022-05-02,Santos Fc,1013.71
2022,5,2022-05-07,Atlético Mineiro,1008.99
2022,5,2022-05-07,America,1017.4
2022,5,2022-05-07,Athletico Paranaense,989.17
2022,5,2022-05-07,Ceará,981.5
2022,5,2022-05-08,Flamengo,983.9
2022,5,2022-05-08,Botafogo,1014.25
2022,5,2022-05-08,Atlético Goianiense,971.31
2022,5,2022-05-08,Goiás,988.67
2022,5,2022-05-08,Palmeiras,1001.07
2022,5,2022-05-08,Fluminense,985.72
2022,5,2022-05-08,Santos Fc,1028.66
2022,5,2022-05-08,Cuiabá,997.55
2022,5,2022-05-08,Red Bull Bragantino,1014.09
2022,5,2022-05-08,Corinthians,1040.79
2022,5,2022-05-08,Juventude,973.22
2022,5,2022-05-08,Internacional,1013.72
2022,5,2022-05-08,Fortaleza,946.76
2022,5,2022-05-08,São Paulo,1013.23
2022,5,2022-05-09,Avaí,1029.46
2022,5,2022-05-09,Coritiba,1000.54
2022,6,2022-05-14,Palmeiras,1016.63
