ano,rodada,mandante,visitante,gol_prev_mandante,gol_prev_visitante,previsao,gol_time_mandante,gol_time_visitante,data,local,pontos_prev_mandante,pontos_prev_visitante,pontos_real_mandante,pontos_real_visitante,erro_mandante,erro_visitante
2024,3,Botafogo,Juventude,0,0,Empate,5,1,2024-04-21 00:00:00,Nilton Santos - Rio de Janeiro - RJ,1,1,3,0,-2,1
2024,3,Atlético Goianiense,São Paulo,0,0,Empate,0,3,2024-04-21 00:00:00,Antônio Accioly - Goiania - GO,1,1,0,3,1,-2
2024,3,Criciúma,Fortaleza,0,0,Empate,1,1,2024-07-24 00:00:00,Heriberto Hulse - Criciuma - SC,1,1,1,1,0,0
2024,4,Vasco da Gama,Criciúma,0,0,Empate,0,4,2024-04-27 00:00:00,São Januário - Rio de Janeiro - RJ,1,1,0,3,1,-2
2024,4,Cuiabá,Atlético Mineiro,0,1,Visitante,0,3,2024-04-27 00:00:00,Arena Pantanal - Cuiaba - MT,0,3,0,3,0,0
2024,4,Bahia,Grêmio,0,0,Empate,1,0,2024-04-27 00:00:00,Arena Fonte Nova - Salvador - BA,1,1,3,0,-2,1
2024,4,Flamengo,Botafogo,0,0,Empate,0,2,2024-04-28 00:00:00,Maracanã - Rio de Janeiro - RJ,1,1,0,3,1,-2
2024,4,Cruzeiro,Vitória,0,0,Empate,3,1,2024-04-28 00:00:00,Mineirão - Belo Horizonte - MG,1,1,3,0,-2,1
2024,4,Corinthians,Fluminense,0,1,Visitante,3,0,2024-04-28 00:00:00,Neo Química Arena - Sao Paulo - SP,0,3,3,0,-3,3
2024,4,Fortaleza,Red Bull Bragantino,0,0,Empate,1,1,2024-04-28 00:00:00,Arena Castelão - Fortaleza - CE,1,1,1,1,0,0
2024,4,Juventude,Athletico Paranaense,0,0,Empate,1,1,2024-04-28 00:00:00,Alfredo Jaconi - Caxias do Sul - RS,1,1,1,1,0,0
2024,4,Internacional,Atlético Goianiense,1,0,Mandante,1,1,2024-04-28 00:00:00,Beira-Rio - Porto Alegre - RS,3,0,1,1,2,-1
2024,4,São Paulo,Palmeiras,0,0,Empate,0,0,2024-04-29 00:00:00,Morumbi - Sao Paulo - SP,1,1,1,1,0,0
2024,5,Fluminense,Atlético Mineiro,0,1,Visitante,2,2,2024-05-04 00:00:00,Kleber Andrade - Cariacica - ES,0,3,1,1,-1,2
2024,5,Red Bull Bragantino,Flamengo,0,0,Empate,1,1,2024-05-04 00:00:00,Nabi Abi Chedid - Braganca Paulista - SP,1,1,1,1,0,0
2024,5,Corinthians,Fortaleza,0,1,Visitante,0,0,2024-05-04 00:00:00,Neo Química Arena - Sao Paulo - SP,0,3,1,1,-1,2
2024,5,Vitória,São Paulo,0,0,Empate,1,3,2024-05-05 00:00:00,Manoel Barradas - Salvador - BA,1,1,0,3,1,-2
2024,5,Athletico Paranaense,Vasco da Gama,1,0,Mandante,1,0,2024-05-05 00:00:00,Arena da Baixada - Curitiba - PR,3,0,3,0,0,0
2024,5,Cuiabá,Palmeiras,0,1,Visitante,0,2,2024-05-05 00:00:00,Arena Pantanal - Cuiaba - MT,0,3,0,3,0,0
2024,5,Botafogo,Bahia,0,0,Empate,1,2,2024-05-05 00:00:00,Nilton Santos - Rio de Janeiro - RJ,1,1,0,3,1,-2
2024,5,Juventude,Atlético Goianiense,1,0,Mandante,1,0,2024-06-05 00:00:00,Alfredo Jaconi - Caxias do Sul - RS,3,0,3,0,0,0
2024,5,Cruzeiro,Internacional,0,0,Empate,0,0,2024-08-28 00:00:00,Mineirão - Belo Horizonte - MG,1,1,1,1,0,0
2024,5,Grêmio,Criciúma,0,0,Empate,1,2,2024-09-25 00:00:00,Arena do Grêmio - Porto Alegre - RS,1,1,0,3,1,-2
2024,6,Flamengo,Corinthians,1,0,Mandante,2,0,2024-05-11 00:00:00,Maracanã - Rio de Janeiro - RJ,3,0,3,0,0,0
2024,6,Fortaleza,Botafogo,0,0,Empate,1,1,2024-05-12 00:00:00,Arena Castelão - Fortaleza - CE,1,1,1,1,0,0
2024,6,Palmeiras,Athletico Paranaense,0,0,Empate,0,2,2024-05-12 00:00:00,Arena Barueri - Barueri - SP,1,1,0,3,1,-2
2024,6,Atlético Goianiense,Cruzeiro,0,1,Visitante,0,1,2024-05-12 00:00:00,Antônio Accioly - Goiania - GO,0,3,0,3,0,0
2024,6,Vasco da Gama,Vitória,0,0,Empate,2,1,2024-05-12 00:00:00,São Januário - Rio de Janeiro - RJ,1,1,3,0,-2,1
2024,6,Bahia,Red Bull Bragantino,0,0,Empate,1,0,2024-05-12 00:00:00,Arena Fonte Nova - Salvador - BA,1,1,3,0,-2,1
2024,6,São Paulo,Fluminense,0,0,Empate,2,1,2024-05-13 00:00:00,Morumbi - Sao Paulo - SP,1,1,3,0,-2,1
2024,6,Criciúma,Cuiabá,1,0,Mandante,2,5,2024-06-09 00:00:00,Heriberto Hulse - Criciuma - SC,3,0,0,3,3,-3
2024,6,Internacional,Juventude,0,0,Empate,2,1,2024-08-14 00:00:00,Beira-Rio - Porto Alegre - RS,1,1,3,0,-2,1
2024,6,Atlético Mineiro,Grêmio,1,0,Mandante,2,1,2024-10-09 00:00:00,ARENA MRV - Belo Horizonte - MG,3,0,3,0,0,0
2024,7,Grêmio,Red Bull Bragantino,0,1,Visitante,0,2,2024-06-01 00:00:00,Couto Pereira - Curitiba - PR,0,3,0,3,0,0
2024,7,Vitória,Atlético Goianiense,0,0,Empate,0,2,2024-06-01 00:00:00,Manoel Barradas - Salvador - BA,1,1,0,3,1,-2
2024,7,Cuiabá,Internacional,0,1,Visitante,0,1,2024-06-01 00:00:00,Arena Pantanal - Cuiaba - MT,0,3,0,3,0,0
2024,7,Fluminense,Juventude,0,1,Visitante,1,1,2024-06-01 00:00:00,Maracanã - Rio de Janeiro - RJ,0,3,1,1,-1,2
2024,7,Corinthians,Botafogo,0,1,Visitante,0,1,2024-06-01 00:00:00,Neo Química Arena - Sao Paulo - SP,0,3,0,3,0,0
2024,7,Criciúma,Palmeiras,0,0,Empate,1,2,2024-06-02 00:00:00,Heriberto Hulse - Criciuma - SC,1,1,0,3,1,-2
2024,7,Atlético Mineiro,Bahia,0,0,Empate,1,1,2024-06-02 00:00:00,ARENA MRV - Belo Horizonte - MG,1,1,1,1,0,0
2024,7,Vasco da Gama,Flamengo,0,1,Visitante,1,6,2024-06-02 00:00:00,Maracanã - Rio de Janeiro - RJ,0,3,0,3,0,0
2024,7,Fortaleza,Athletico Paranaense,0,1,Visitante,1,0,2024-06-02 00:00:00,Presidente Vargas - Fortaleza - CE,0,3,3,0,-3,3
2024,7,São Paulo,Cruzeiro,0,0,Empate,2,0,2024-06-02 00:00:00,Morumbi - Sao Paulo - SP,1,1,3,0,-2,1
2024,8,Juventude,Vitória,1,0,Mandante,1,1,2024-06-11 00:00:00,Alfredo Jaconi - Caxias do Sul - RS,3,0,1,1,2,-1
2024,8,Atlético Goianiense,Corinthians,0,0,Empate,2,2,2024-06-11 00:00:00,Antônio Accioly - Goiania - GO,1,1,1,1,0,0
2024,8,Botafogo,Fluminense,1,0,Mandante,1,0,2024-06-11 00:00:00,Nilton Santos - Rio de Janeiro - RJ,3,0,3,0,0,0
2024,8,Red Bull Bragantino,Atlético Mineiro,0,0,Empate,1,2,2024-06-11 00:00:00,Nabi Abi Chedid - Braganca Paulista - SP,1,1,0,3,1,-2
2024,8,Cruzeiro,Cuiabá,1,0,Mandante,2,1,2024-06-13 00:00:00,Mineirão - Belo Horizonte - MG,3,0,3,0,0,0
2024,8,Athletico Paranaense,Criciúma,1,0,Mandante,3,1,2024-06-13 00:00:00,Arena da Baixada - Curitiba - PR,3,0,3,0,0,0
2024,8,Flamengo,Grêmio,1,0,Mandante,2,1,2024-06-13 00:00:00,Maracanã - Rio de Janeiro - RJ,3,0,3,0,0,0
2024,8,Internacional,São Paulo,0,0,Empate,0,0,2024-06-13 00:00:00,Heriberto Hulse - Criciuma - SC,1,1,1,1,0,0
2024,8,Palmeiras,Vasco da Gama,1,0,Mandante,2,0,2024-06-13 00:00:00,Allianz Parque - Sao Paulo - SP,3,0,3,0,0,0
2024,8,Bahia,Fortaleza,0,0,Empate,1,0,2024-06-13 00:00:00,Arena Fonte Nova - Salvador - BA,1,1,3,0,-2,1
2024,9,Red Bull Bragantino,Juventude,0,0,Empate,2,1,2024-06-15 00:00:00,Nabi Abi Chedid - Braganca Paulista - SP,1,1,3,0,-2,1
2024,9,Fluminense,Atlético Goianiense,0,0,Empate,1,2,2024-06-15 00:00:00,Maracanã - Rio de Janeiro - RJ,1,1,0,3,1,-2
2024,9,Corinthians,São Paulo,0,1,Visitante,2,2,2024-06-16 00:00:00,Neo Química Arena - Sao Paulo - SP,0,3,1,1,-1,2
2024,9,Vitória,Internacional,0,1,Visitante,2,1,2024-06-16 00:00:00,Manoel Barradas - Salvador - BA,0,3,3,0,-3,3
2024,9,Athletico Paranaense,Flamengo,0,0,Empate,1,1,2024-06-16 00:00:00,Arena da Baixada - Curitiba - PR,1,1,1,1,0,0
2024,9,Cuiabá,Fortaleza,0,1,Visitante,5,0,2024-06-16 00:00:00,Arena Pantanal - Cuiaba - MT,0,3,3,0,-3,3
2024,9,Criciúma,Bahia,0,1,Visitante,2,2,2024-06-16 00:00:00,Heriberto Hulse - Criciuma - SC,0,3,1,1,-1,2
2024,9,Grêmio,Botafogo,0,1,Visitante,1,2,2024-06-16 00:00:00,Kleber Andrade - Cariacica - ES,0,3,0,3,0,0
2024,9,Vasco da Gama,Cruzeiro,0,1,Visitante,0,0,2024-06-16 00:00:00,São Januário - Rio de Janeiro - RJ,0,3,1,1,-1,2
2024,9,Atlético Mineiro,Palmeiras,1,0,Mandante,0,4,2024-06-17 00:00:00,ARENA MRV - Belo Horizonte - MG,3,0,0,3,3,-3
2024,10,Botafogo,Athletico Paranaense,0,0,Empate,1,1,2024-06-19 00:00:00,Nilton Santos - Rio de Janeiro - RJ,1,1,1,1,0,0
2024,10,Atlético Goianiense,Criciúma,0,1,Visitante,1,2,2024-06-19 00:00:00,Antônio Accioly - Goiania - GO,0,3,0,3,0,0
2024,10,São Paulo,Cuiabá,1,0,Mandante,0,1,2024-06-19 00:00:00,Morumbi - Sao Paulo - SP,3,0,0,3,3,-3
2024,10,Juventude,Vasco da Gama,1,0,Mandante,2,0,2024-06-19 00:00:00,Alfredo Jaconi - Caxias do Sul - RS,3,0,3,0,0,0
2024,10,Fortaleza,Grêmio,1,0,Mandante,1,0,2024-06-19 00:00:00,Arena Castelão - Fortaleza - CE,3,0,3,0,0,0
2024,10,Cruzeiro,Fluminense,1,0,Mandante,2,0,2024-06-19 00:00:00,Mineirão - Belo Horizonte - MG,3,0,3,0,0,0
2024,10,Internacional,Corinthians,1,0,Mandante,1,0,2024-06-19 00:00:00,Orlando Scarpelli - Florianopolis - SC,3,0,3,0,0,0
2024,10,Vitória,Atlético Mineiro,0,1,Visitante,4,2,2024-06-20 00:00:00,Manoel Barradas - Salvador - BA,0,3,3,0,-3,3
2024,10,Flamengo,Bahia,0,0,Empate,2,1,2024-06-20 00:00:00,Maracanã - Rio de Janeiro - RJ,1,1,3,0,-2,1
2024,10,Palmeiras,Red Bull Bragantino,0,0,Empate,2,1,2024-06-20 00:00:00,Allianz Parque - Sao Paulo - SP,1,1,3,0,-2,1
2024,11,Criciúma,Botafogo,0,1,Visitante,2,1,2024-06-22 00:00:00,Heriberto Hulse - Criciuma - SC,0,3,3,0,-3,3
2024,11,Grêmio,Internacional,0,1,Visitante,0,1,2024-06-22 00:00:00,Couto Pereira - Curitiba - PR,0,3,0,3,0,0
2024,11,Cuiabá,Atlético Goianiense,1,0,Mandante,0,0,2024-06-22 00:00:00,Arena Pantanal - Cuiaba - MT,3,0,1,1,2,-1
2024,11,Vasco da Gama,São Paulo,0,1,Visitante,4,1,2024-06-22 00:00:00,São Januário - Rio de Janeiro - RJ,0,3,3,0,-3,3
2024,11,Bahia,Cruzeiro,0,0,Empate,4,1,2024-06-23 00:00:00,Arena Fonte Nova - Salvador - BA,1,1,3,0,-2,1
2024,11,Athletico Paranaense,Corinthians,1,0,Mandante,1,1,2024-06-23 00:00:00,Arena da Baixada - Curitiba - PR,3,0,1,1,2,-1
2024,11,Fluminense,Flamengo,0,1,Visitante,0,1,2024-06-23 00:00:00,Maracanã - Rio de Janeiro - RJ,0,3,0,3,0,0
2024,11,Palmeiras,Juventude,1,0,Mandante,3,1,2024-06-23 00:00:00,Allianz Parque - Sao Paulo - SP,3,0,3,0,0,0
2024,11,Red Bull Bragantino,Vitória,1,0,Mandante,2,1,2024-06-23 00:00:00,Nabi Abi Chedid - Braganca Paulista - SP,3,0,3,0,0,0
2024,11,Atlético Mineiro,Fortaleza,0,0,Empate,1,1,2024-06-23 00:00:00,ARENA MRV - Belo Horizonte - MG,1,1,1,1,0,0
2024,12,Botafogo,Red Bull Bragantino,0,0,Empate,2,1,2024-06-26 00:00:00,Nilton Santos - Rio de Janeiro - RJ,1,1,3,0,-2,1
2024,12,Cruzeiro,Athletico Paranaense,0,0,Empate,2,0,2024-06-26 00:00:00,Mineirão - Belo Horizonte - MG,1,1,3,0,-2,1
2024,12,Juventude,Flamengo,0,1,Visitante,2,1,2024-06-26 00:00:00,Alfredo Jaconi - Caxias do Sul - RS,0,3,3,0,-3,3
2024,12,Corinthians,Cuiabá,0,0,Empate,1,1,2024-06-26 00:00:00,Neo Química Arena - Sao Paulo - SP,1,1,1,1,0,0
2024,12,Atlético Goianiense,Grêmio,1,0,Mandante,1,1,2024-06-26 00:00:00,Antônio Accioly - Goiania - GO,3,0,1,1,2,-1
2024,12,Bahia,Vasco da Gama,1,0,Mandante,2,1,2024-06-26 00:00:00,Arena Fonte Nova - Salvador - BA,3,0,3,0,0,0
2024,12,Internacional,Atlético Mineiro,1,0,Mandante,1,2,2024-06-26 00:00:00,Heriberto Hulse - Criciuma - SC,3,0,0,3,3,-3
2024,12,Fortaleza,Palmeiras,0,1,Visitante,3,0,2024-06-26 00:00:00,Arena Castelão - Fortaleza - CE,0,3,3,0,-3,3
2024,12,Fluminense,Vitória,0,1,Visitante,0,1,2024-06-27 00:00:00,Maracanã - Rio de Janeiro - RJ,0,3,0,3,0,0
2024,12,São Paulo,Criciúma,0,1,Visitante,2,1,2024-06-27 00:00:00,Morumbi - Sao Paulo - SP,0,3,3,0,-3,3
2024,13,Cuiabá,Red Bull Bragantino,0,1,Visitante,1,1,2024-06-29 00:00:00,Arena Pantanal - Cuiaba - MT,0,3,1,1,-1,2
2024,13,Vasco da Gama,Botafogo,0,1,Visitante,1,1,2024-06-29 00:00:00,São Januário - Rio de Janeiro - RJ,0,3,1,1,-1,2
2024,13,Atlético Mineiro,Atlético Goianiense,1,0,Mandante,1,1,2024-06-30 00:00:00,ARENA MRV - Belo Horizonte - MG,3,0,1,1,2,-1
2024,13,Fortaleza,Juventude,1,0,Mandante,2,1,2024-06-30 00:00:00,Arena Castelão - Fortaleza - CE,3,0,3,0,0,0
2024,13,São Paulo,Bahia,0,1,Visitante,3,1,2024-06-30 00:00:00,Morumbi - Sao Paulo - SP,0,3,3,0,-3,3
2024,13,Grêmio,Fluminense,0,0,Empate,1,0,2024-06-30 00:00:00,Centenário - Caxias do Sul - RS,1,1,3,0,-2,1
2024,13,Flamengo,Cruzeiro,1,0,Mandante,2,1,2024-06-30 00:00:00,Maracanã - Rio de Janeiro - RJ,3,0,3,0,0,0
2024,13,Criciúma,Internacional,0,1,Visitante,1,1,2024-06-30 00:00:00,Heriberto Hulse - Criciuma - SC,0,3,1,1,-1,2
2024,13,Vitória,Athletico Paranaense,0,1,Visitante,0,1,2024-06-30 00:00:00,Manoel Barradas - Salvador - BA,0,3,0,3,0,0
2024,13,Palmeiras,Corinthians,1,0,Mandante,2,0,2024-07-01 00:00:00,Allianz Parque - Sao Paulo - SP,3,0,3,0,0,0
2024,14,Cuiabá,Botafogo,0,1,Visitante,1,2,2024-07-03 00:00:00,Arena Pantanal - Cuiaba - MT,0,3,0,3,0,0
2024,14,Criciúma,Cruzeiro,0,0,Empate,1,0,2024-07-03 00:00:00,Heriberto Hulse - Criciuma - SC,1,1,3,0,-2,1
2024,14,Vasco da Gama,Fortaleza,0,1,Visitante,2,0,2024-07-03 00:00:00,São Januário - Rio de Janeiro - RJ,0,3,3,0,-3,3
2024,14,Atlético Mineiro,Flamengo,0,1,Visitante,2,4,2024-07-03 00:00:00,ARENA MRV - Belo Horizonte - MG,0,3,0,3,0,0
2024,14,Athletico Paranaense,São Paulo,0,0,Empate,1,2,2024-07-03 00:00:00,Arena da Baixada - Curitiba - PR,1,1,0,3,1,-2
2024,14,Red Bull Bragantino,Atlético Goianiense,1,0,Mandante,3,1,2024-07-03 00:00:00,Nabi Abi Chedid - Braganca Paulista - SP,3,0,3,0,0,0
2024,14,Grêmio,Palmeiras,0,1,Visitante,2,2,2024-07-04 00:00:00,Centenário - Caxias do Sul - RS,0,3,1,1,-1,2
2024,14,Bahia,Juventude,1,0,Mandante,2,0,2024-07-04 00:00:00,Arena Fonte Nova - Salvador - BA,3,0,3,0,0,0
2024,14,Fluminense,Internacional,0,1,Visitante,1,1,2024-07-04 00:00:00,Maracanã - Rio de Janeiro - RJ,0,3,1,1,-1,2
2024,14,Corinthians,Vitória,0,0,Empate,3,2,2024-07-04 00:00:00,Neo Química Arena - Sao Paulo - SP,1,1,3,0,-2,1
2024,15,São Paulo,Red Bull Bragantino,0,0,Empate,2,0,2024-07-06 00:00:00,Morumbi - Sao Paulo - SP,1,1,3,0,-2,1
2024,15,Flamengo,Cuiabá,1,0,Mandante,1,1,2024-07-06 00:00:00,Maracanã - Rio de Janeiro - RJ,3,0,1,1,2,-1
2024,15,Fortaleza,Fluminense,1,0,Mandante,1,0,2024-07-07 00:00:00,Arena Castelão - Fortaleza - CE,3,0,3,0,0,0
2024,15,Cruzeiro,Corinthians,1,0,Mandante,3,0,2024-07-07 00:00:00,Mineirão - Belo Horizonte - MG,3,0,3,0,0,0
2024,15,Juventude,Grêmio,1,0,Mandante,3,0,2024-07-07 00:00:00,Alfredo Jaconi - Caxias do Sul - RS,3,0,3,0,0,0
2024,15,Internacional,Vasco da Gama,1,0,Mandante,1,2,2024-07-07 00:00:00,Beira-Rio - Porto Alegre - RS,3,0,0,3,3,-3
2024,15,Palmeiras,Bahia,0,0,Empate,2,0,2024-07-07 00:00:00,Allianz Parque - Sao Paulo - SP,1,1,3,0,-2,1
2024,15,Vitória,Criciúma,0,1,Visitante,2,1,2024-07-07 00:00:00,Manoel Barradas - Salvador - BA,0,3,3,0,-3,3
2024,15,Atlético Goianiense,Athletico Paranaense,0,1,Visitante,1,2,2024-07-07 00:00:00,Antônio Accioly - Goiania - GO,0,3,0,3,0,0
2024,15,Botafogo,Atlético Mineiro,1,0,Mandante,3,0,2024-07-07 00:00:00,Nilton Santos - Rio de Janeiro - RJ,3,0,3,0,0,0
2024,16,Grêmio,Cruzeiro,0,1,Visitante,0,2,2024-07-10 00:00:00,Centenário - Caxias do Sul - RS,0,3,0,3,0,0
2024,16,Athletico Paranaense,Bahia,0,0,Empate,1,3,2024-07-10 00:00:00,Arena da Baixada - Curitiba - PR,1,1,0,3,1,-2
2024,16,Vasco da Gama,Corinthians,1,0,Mandante,2,0,2024-07-10 00:00:00,São Januário - Rio de Janeiro - RJ,3,0,3,0,0,0
2024,16,Palmeiras,Atlético Goianiense,1,0,Mandante,3,1,2024-07-11 00:00:00,Allianz Parque - Sao Paulo - SP,3,0,3,0,0,0
2024,16,Flamengo,Fortaleza,1,0,Mandante,1,2,2024-07-11 00:00:00,Maracanã - Rio de Janeiro - RJ,3,0,0,3,3,-3
2024,16,Criciúma,Fluminense,1,0,Mandante,1,1,2024-07-11 00:00:00,Heriberto Hulse - Criciuma - SC,3,0,1,1,2,-1
2024,16,Vitória,Botafogo,0,1,Visitante,0,1,2024-07-11 00:00:00,Manoel Barradas - Salvador - BA,0,3,0,3,0,0
2024,16,Atlético Mineiro,São Paulo,0,1,Visitante,2,1,2024-07-11 00:00:00,ARENA MRV - Belo Horizonte - MG,0,3,3,0,-3,3
2024,16,Cuiabá,Juventude,0,0,Empate,0,0,2024-09-05 00:00:00,Arena Pantanal - Cuiaba - MT,1,1,1,1,0,0
2024,16,Red Bull Bragantino,Internacional,0,0,Empate,2,2,2024-09-25 00:00:00,Nabi Abi Chedid - Braganca Paulista - SP,1,1,1,1,0,0
2024,17,Cruzeiro,Red Bull Bragantino,1,0,Mandante,2,1,2024-07-13 00:00:00,Independência - Belo Horizonte - MG,3,0,3,0,0,0
2024,17,Bahia,Cuiabá,1,0,Mandante,1,2,2024-07-13 00:00:00,Arena Fonte Nova - Salvador - BA,3,0,0,3,3,-3
2024,17,Juventude,Atlético Mineiro,0,1,Visitante,1,1,2024-07-16 00:00:00,Mané Garrincha - Brasilia - DF,0,3,1,1,-1,2
2024,17,Corinthians,Criciúma,0,1,Visitante,2,1,2024-07-16 00:00:00,Neo Química Arena - Sao Paulo - SP,0,3,3,0,-3,3
2024,17,Atlético Goianiense,Vasco da Gama,0,1,Visitante,0,1,2024-07-17 00:00:00,Antônio Accioly - Goiania - GO,0,3,0,3,0,0
2024,17,São Paulo,Grêmio,1,0,Mandante,1,0,2024-07-17 00:00:00,Morumbi - Sao Paulo - SP,3,0,3,0,0,0
2024,17,Fortaleza,Vitória,1,0,Mandante,3,1,2024-07-17 00:00:00,Arena Castelão - Fortaleza - CE,3,0,3,0,0,0
2024,17,Botafogo,Palmeiras,0,0,Empate,1,0,2024-07-17 00:00:00,Nilton Santos - Rio de Janeiro - RJ,1,1,3,0,-2,1
2024,17,Fluminense,Athletico Paranaense,0,1,Visitante,1,0,2024-10-22 00:00:00,Maracanã - Rio de Janeiro - RJ,0,3,3,0,-3,3
2024,17,Internacional,Flamengo,0,1,Visitante,1,1,2024-10-30 00:00:00,Beira-Rio - Porto Alegre - RS,0,3,1,1,-1,2
2024,18,Flamengo,Criciúma,1,0,Mandante,2,1,2024-07-20 00:00:00,Mané Garrincha - Brasilia - DF,3,0,3,0,0,0
2024,18,Botafogo,Internacional,1,0,Mandante,1,0,2024-07-20 00:00:00,Nilton Santos - Rio de Janeiro - RJ,3,0,3,0,0,0
2024,18,Palmeiras,Cruzeiro,1,0,Mandante,2,0,2024-07-20 00:00:00,Allianz Parque - Sao Paulo - SP,3,0,3,0,0,0
2024,18,Grêmio,Vitória,0,1,Visitante,2,0,2024-07-21 00:00:00,Centenário - Caxias do Sul - RS,0,3,3,0,-3,3
2024,18,Bahia,Corinthians,1,0,Mandante,0,1,2024-07-21 00:00:00,Arena Fonte Nova - Salvador - BA,3,0,0,3,3,-3
2024,18,Atlético Mineiro,Vasco da Gama,0,0,Empate,2,0,2024-07-21 00:00:00,ARENA MRV - Belo Horizonte - MG,1,1,3,0,-2,1
2024,18,Red Bull Bragantino,Athletico Paranaense,0,0,Empate,1,0,2024-07-21 00:00:00,Nabi Abi Chedid - Braganca Paulista - SP,1,1,3,0,-2,1
2024,18,Fortaleza,Atlético Goianiense,1,0,Mandante,3,1,2024-07-21 00:00:00,Arena Castelão - Fortaleza - CE,3,0,3,0,0,0
2024,18,Juventude,São Paulo,0,1,Visitante,0,0,2024-07-21 00:00:00,Mané Garrincha - Brasilia - DF,0,3,1,1,-1,2
2024,18,Cuiabá,Fluminense,1,0,Mandante,0,1,2024-07-21 00:00:00,Arena Pantanal - Cuiaba - MT,3,0,0,3,3,-3
2024,19,Cruzeiro,Juventude,1,0,Mandante,2,0,2024-07-24 00:00:00,Mineirão - Belo Horizonte - MG,3,0,3,0,0,0
2024,19,São Paulo,Botafogo,0,1,Visitante,2,2,2024-07-24 00:00:00,Morumbi - Sao Paulo - SP,0,3,1,1,-1,2
2024,19,Vitória,Flamengo,0,1,Visitante,1,2,2024-07-24 00:00:00,Manoel Barradas - Salvador - BA,0,3,0,3,0,0
2024,19,Fluminense,Palmeiras,0,1,Visitante,1,0,2024-07-24 00:00:00,Maracanã - Rio de Janeiro - RJ,0,3,3,0,-3,3
2024,19,Atlético Goianiense,Bahia,0,1,Visitante,1,1,2024-07-24 00:00:00,Antônio Accioly - Goiania - GO,0,3,1,1,-1,2
2024,19,Corinthians,Grêmio,1,0,Mandante,2,2,2024-07-25 00:00:00,Neo Química Arena - Sao Paulo - SP,3,0,1,1,2,-1
2024,19,Criciúma,Red Bull Bragantino,0,1,Visitante,1,0,2024-08-28 00:00:00,Heriberto Hulse - Criciuma - SC,0,3,3,0,-3,3
2024,19,Internacional,Fortaleza,0,1,Visitante,2,1,2024-09-11 00:00:00,Beira-Rio - Porto Alegre - RS,0,3,3,0,-3,3
2024,19,Vasco da Gama,Cuiabá,1,0,Mandante,1,0,2024-10-24 00:00:00,São Januário - Rio de Janeiro - RJ,3,0,3,0,0,0
2024,19,Athletico Paranaense,Atlético Mineiro,0,1,Visitante,1,0,2024-11-16 00:00:00,Arena da Baixada - Curitiba - PR,0,3,3,0,-3,3
