ano,rodada,data,time,elo
2019,1,2019-04-27,São Paulo,1030.0
2019,1,2019-04-27,Botafogo,970.0
2019,1,2019-04-27,Chapecoense,1030.0
2019,1,2019-04-27,Internacional,970.0
2019,1,2019-04-27,Atlético Mineiro,1015.0
2019,1,2019-04-27,Avaí,985.0
2019,1,2019-04-27,Flamengo,1030.0
2019,1,2019-04-27,Cruzeiro,970.0
2019,1,2019-04-28,Grêmio,983.5
2019,1,2019-04-28,Santos Fc,1016.5
2019,1,2019-04-28,Bahia,1015.0
2019,1,2019-04-28,Corinthians,985.0
2019,1,2019-04-28,Athletico Paranaense,1045.0
2019,1,2019-04-28,Vasco da Gama,955.0
2019,1,2019-04-28,Ceará,1060.0
2019,1,2019-04-28,Csa,940.0
2019,1,2019-04-28,Palmeiras,1060.0
2019,1,2019-04-28,Fortaleza,940.0
2019,1,2019-04-28,Fluminense,983.5
2019,1,2019-04-28,Goiás,1016.5
2019,2,2019-05-01,Internacional,987.56
2019,2,2019-05-01,Flamengo,1012.44
2019,2,2019-05-01,Csa,944.98
2019,2,2019-05-01,Palmeiras,1055.02
2019,2,2019-05-01,Corinthians,1001.93
2019,2,2019-05-01,Chapecoense,1013.07
2019,2,2019-05-01,Avaí,984.94
2019,2,2019-05-01,Grêmio,983.56
2019,2,2019-05-01,Cruzeiro,988.8
2019,2,2019-05-01,Ceará,1041.2
2019,2,2019-05-01,Vasco da Gama,941.32
2019,2,2019-05-01,Atlético Mineiro,1028.68
2019,2,2019-05-01,Goiás,1000.64
2019,2,2019-05-01,São Paulo,1045.86
2019,2,2019-05-01,Fortaleza,959.4
2019,2,2019-05-01,Athletico Paranaense,1025.6
2019,2,2019-05-02,Santos Fc,1030.08
2019,2,2019-05-02,Fluminense,969.92
2019,2,2019-05-02,Botafogo,986.93
2019,2,2019-05-02,Bahia,998.07
2019,3,2019-05-04,Vasco da Gama,943.91
2019,3,2019-05-04,Corinthians,999.34
2019,3,2019-05-04,Palmeiras,1067.14
2019,3,2019-05-04,Internacional,975.44
2019,3,2019-05-04,Ceará,1024.1
2019,3,2019-05-04,Atlético Mineiro,1045.77
2019,3,2019-05-05,Chapecoense,1013.61
2019,3,2019-05-05,Athletico Paranaense,1025.06
2019,3,2019-05-05,São Paulo,1044.42
2019,3,2019-05-05,Flamengo,1013.87
2019,3,2019-05-05,Botafogo,1000.75
2019,3,2019-05-05,Fortaleza,945.59
2019,3,2019-05-05,Csa,948.59
2019,3,2019-05-05,Santos Fc,1026.48
2019,3,2019-05-05,Cruzeiro,1004.31
2019,3,2019-05-05,Goiás,985.13
2019,3,2019-05-05,Grêmio,966.42
2019,3,2019-05-05,Fluminense,987.07
2019,3,2019-05-05,Bahia,1012.5
2019,3,2019-05-05,Avaí,970.5
2019,4,2019-05-11,Fluminense,971.22
2019,4,2019-05-11,Botafogo,1016.6
2019,4,2019-05-11,Corinthians,997.92
2019,4,2019-05-11,Grêmio,967.83
2019,4,2019-05-11,Goiás,1001.81
2019,4,2019-05-11,Ceará,1007.43
2019,4,2019-05-12,Flamengo,1028.86
2019,4,2019-05-12,Chapecoense,998.62
2019,4,2019-05-12,Internacional,1007.93
2019,4,2019-05-12,Cruzeiro,971.82
2019,4,2019-05-12,Santos Fc,1060.98
2019,4,2019-05-12,Vasco da Gama,909.41
2019,4,2019-05-12,Atlético Mineiro,1014.8
2019,4,2019-05-12,Palmeiras,1098.11
2019,4,2019-05-12,Athletico Paranaense,1039.52
2019,4,2019-05-12,Bahia,998.04
2019,4,2019-05-12,Avaí,969.56
2019,4,2019-05-12,Csa,949.53
2019,4,2019-05-12,Fortaleza,933.66
2019,4,2019-05-12,São Paulo,1056.35
2019,5,2019-05-18,Fluminense,1016.3
2019,5,2019-05-18,Cruzeiro,926.75
2019,5,2019-05-18,Palmeiras,1151.72
2019,5,2019-05-18,Santos Fc,1007.37
2019,5,2019-05-18,Atlético Mineiro,1030.41
2019,5,2019-05-18,Flamengo,1013.26
2019,5,2019-05-19,São Paulo,1053.86
2019,5,2019-05-19,Bahia,1000.54
2019,5,2019-05-19,Internacional,1032.93
2019,5,2019-05-19,Csa,924.53
2019,5,2019-05-19,Chapecoense,959.52
2019,5,2019-05-19,Fortaleza,972.76
2019,5,2019-05-19,Goiás,1017.44
2019,5,2019-05-19,Botafogo,1000.96
2019,5,2019-05-19,Athletico Paranaense,1002.59
2019,5,2019-05-19,Corinthians,1034.86
