ano,rodada,data,time,elo
2018,1,2018-04-14,Cruzeiro,983.5
2018,1,2018-04-14,Grêmio,1016.5
2018,1,2018-04-14,Vitória,1000.0
2018,1,2018-04-14,Flamengo,1000.0
2018,1,2018-04-14,Santos Fc,1030.0
2018,1,2018-04-14,Ceará,970.0
2018,1,2018-04-15,America,1045.0
2018,1,2018-04-15,Sport Recife,955.0
2018,1,2018-04-15,Vasco da Gama,1015.0
2018,1,2018-04-15,Atlético Mineiro,985.0
2018,1,2018-04-15,Corinthians,1015.0
2018,1,2018-04-15,Fluminense,985.0
2018,1,2018-04-15,Internacional,1030.0
2018,1,2018-04-15,Bahia,970.0
2018,1,2018-04-15,Athletico Paranaense,1060.0
2018,1,2018-04-15,Chapecoense,940.0
2018,1,2018-04-16,Botafogo,1000.0
2018,1,2018-04-16,Palmeiras,1000.0
2018,1,2018-04-16,São Paulo,1015.0
2018,1,2018-04-16,Parana,985.0
2018,2,2018-04-21,Bahia,987.56
2018,2,2018-04-21,Santos Fc,1012.44
2018,2,2018-04-21,Flamengo,1033.86
2018,2,2018-04-21,America,1011.14
2018,2,2018-04-22,Parana,924.68
2018,2,2018-04-22,Corinthians,1075.32
2018,2,2018-04-22,Fluminense,999.94
2018,2,2018-04-22,Cruzeiro,968.56
2018,2,2018-04-22,Palmeiras,1016.29
2018,2,2018-04-22,Internacional,1013.71
2018,2,2018-04-22,Chapecoense,943.19
2018,2,2018-04-22,Vasco da Gama,1011.81
2018,2,2018-04-22,Ceará,971.93
2018,2,2018-04-22,São Paulo,1013.07
2018,2,2018-04-22,Atlético Mineiro,1000.65
2018,2,2018-04-22,Vitória,984.35
2018,2,2018-04-22,Grêmio,1018.37
2018,2,2018-04-22,Athletico Paranaense,1058.13
2018,2,2018-04-23,Sport Recife,956.93
2018,2,2018-04-23,Botafogo,998.07
2018,3,2018-04-28,Botafogo,1013.94
2018,3,2018-04-28,Grêmio,1002.49
2018,3,2018-04-29,Bahia,990.57
2018,3,2018-04-29,Athletico Paranaense,1055.13
2018,3,2018-04-29,Palmeiras,1013.18
2018,3,2018-04-29,Chapecoense,946.3
2018,3,2018-04-29,Fluminense,1000.5
2018,3,2018-04-29,São Paulo,1012.5
2018,3,2018-04-29,Parana,909.71
2018,3,2018-04-29,Sport Recife,971.9
2018,3,2018-04-29,Atlético Mineiro,1018.82
2018,3,2018-04-29,Corinthians,1057.14
2018,3,2018-04-29,Ceará,931.16
2018,3,2018-04-29,Flamengo,1074.63
2018,3,2018-04-29,Internacional,1011.77
2018,3,2018-04-29,Cruzeiro,970.5
2018,3,2018-04-30,America,1024.98
2018,3,2018-04-30,Vitória,970.51
2018,3,2018-09-27,Santos Fc,1012.41
2018,3,2018-09-27,Vasco da Gama,1011.84
2018,4,2018-05-05,São Paulo,1012.77
2018,4,2018-05-05,Atlético Mineiro,1018.55
2018,4,2018-05-05,Vasco da Gama,1058.54
2018,4,2018-05-05,America,978.28
2018,4,2018-05-06,Corinthians,1051.93
2018,4,2018-05-06,Ceará,936.38
2018,4,2018-05-06,Vitória,955.43
2018,4,2018-05-06,Fluminense,1015.58
2018,4,2018-05-06,Flamengo,1099.26
2018,4,2018-05-06,Internacional,987.14
2018,4,2018-05-06,Athletico Paranaense,1018.16
2018,4,2018-05-06,Palmeiras,1050.15
2018,4,2018-05-06,Cruzeiro,987.37
2018,4,2018-05-06,Botafogo,997.08
2018,4,2018-05-06,Grêmio,1064.2
2018,4,2018-05-06,Santos Fc,950.7
2018,4,2018-05-06,Sport Recife,1003.52
2018,4,2018-05-06,Bahia,958.96
2018,4,2018-05-07,Chapecoense,944.73
2018,4,2018-05-07,Parana,911.29
2018,5,2018-05-12,Grêmio,1060.93
2018,5,2018-05-12,Internacional,990.41
2018,5,2018-05-13,Cruzeiro,1018.76
2018,5,2018-05-13,Sport Recife,972.12
2018,5,2018-05-13,Vasco da Gama,1037.28
2018,5,2018-05-13,Vitória,976.69
2018,5,2018-05-13,Chapecoense,965.99
2018,5,2018-05-13,Flamengo,1078.0
2018,5,2018-05-13,Bahia,961.27
2018,5,2018-05-13,São Paulo,1010.47
2018,5,2018-05-13,Athletico Paranaense,1001.68
2018,5,2018-05-13,Atlético Mineiro,1035.03
2018,5,2018-05-13,Corinthians,1066.85
2018,5,2018-05-13,Palmeiras,1035.22
2018,5,2018-05-13,Santos Fc,977.31
2018,5,2018-05-13,Parana,884.67
2018,5,2018-05-14,Ceará,938.18
2018,5,2018-05-14,America,976.48
2018,5,2018-05-14,Botafogo,1012.88
2018,5,2018-05-14,Fluminense,999.78
2018,6,2018-05-19,Atlético Mineiro,1049.33
2018,6,2018-05-19,Cruzeiro,1004.46
2018,6,2018-05-19,Flamengo,1076.25
2018,6,2018-05-19,Vasco da Gama,1039.03
2018,6,2018-05-19,Palmeiras,1070.79
2018,6,2018-05-19,Bahia,925.7
2018,6,2018-05-20,Vitória,990.03
2018,6,2018-05-20,Ceará,924.83
2018,6,2018-05-20,Sport Recife,976.11
2018,6,2018-05-20,Corinthians,1062.86
2018,6,2018-05-20,America,993.05
2018,6,2018-05-20,Botafogo,996.31
2018,6,2018-05-20,São Paulo,1024.04
2018,6,2018-05-20,Santos Fc,963.74
2018,6,2018-05-20,Parana,891.69
2018,6,2018-05-20,Grêmio,1053.91
