ano,rodada,data,time,elo
2024,1,2024-04-13,Internacional,1015.0
2024,1,2024-04-13,Bahia,985.0
2024,1,2024-04-13,Criciúma,1000.0
2024,1,2024-04-13,Juventude,1000.0
2024,1,2024-04-13,Fluminense,1000.0
2024,1,2024-04-13,Red Bull Bragantino,1000.0
2024,1,2024-04-13,São Paulo,983.5
2024,1,2024-04-13,Fortaleza,1016.5
2024,1,2024-04-14,Corinthians,1000.0
2024,1,2024-04-14,Atlético Mineiro,1000.0
2024,1,2024-04-14,Athletico Paranaense,1060.0
2024,1,2024-04-14,Cuiabá,940.0
2024,1,2024-04-14,Vasco da Gama,1015.0
2024,1,2024-04-14,Grêmio,985.0
2024,1,2024-04-14,Atlético Goianiense,983.5
2024,1,2024-04-14,Flamengo,1016.5
2024,1,2024-04-14,Cruzeiro,1015.0
2024,1,2024-04-14,Botafogo,985.0
2024,1,2024-04-14,Vitória,983.5
2024,1,2024-04-14,Palmeiras,1016.5
2024,2,2024-04-16,Bahia,1000.65
2024,2,2024-04-16,Fluminense,984.35
2024,2,2024-04-17,Red Bull Bragantino,1015.65
2024,2,2024-04-17,Vasco da Gama,999.35
2024,2,2024-04-17,Grêmio,1021.38
2024,2,2024-04-17,Athletico Paranaense,1023.62
2024,2,2024-04-17,Palmeiras,999.93
2024,2,2024-04-17,Internacional,1031.57
2024,2,2024-04-17,Juventude,1030.0
2024,2,2024-04-17,Corinthians,970.0
2024,2,2024-04-17,Fortaleza,1016.44
2024,2,2024-04-17,Cruzeiro,1015.06
2024,2,2024-04-17,Atlético Mineiro,1000.0
2024,2,2024-04-17,Criciúma,1000.0
2024,2,2024-04-17,Flamengo,1030.08
2024,2,2024-04-17,São Paulo,969.92
2024,2,2024-04-18,Botafogo,999.94
2024,2,2024-04-18,Atlético Goianiense,968.56
2024,2,2024-06-05,Cuiabá,941.87
2024,2,2024-06-05,Vitória,981.63
2024,3,2024-04-20,Fluminense,1000.0
2024,3,2024-04-20,Vasco da Gama,983.71
2024,3,2024-04-20,Grêmio,1033.0
2024,3,2024-04-20,Cuiabá,930.24
2024,3,2024-04-20,Red Bull Bragantino,1028.69
2024,3,2024-04-20,Corinthians,956.96
2024,3,2024-04-20,Atlético Mineiro,1046.95
2024,3,2024-04-20,Cruzeiro,968.11
2024,3,2024-04-21,Palmeiras,1001.23
2024,3,2024-04-21,Flamengo,1028.78
2024,3,2024-04-21,Athletico Paranaense,1038.97
2024,3,2024-04-21,Internacional,1016.23
2024,3,2024-04-21,Vitória,982.45
2024,3,2024-04-21,Bahia,999.83
2024,3,2024-04-21,Botafogo,1065.11
2024,3,2024-04-21,Juventude,964.82
2024,3,2024-04-21,Atlético Goianiense,919.26
2024,3,2024-04-21,São Paulo,1019.23
2024,3,2024-07-24,Criciúma,1000.71
2024,3,2024-07-24,Fortaleza,1015.73
2024,4,2024-04-27,Vasco da Gama,920.93
2024,4,2024-04-27,Criciúma,1063.48
2024,4,2024-04-27,Cuiabá,896.77
2024,4,2024-04-27,Atlético Mineiro,1080.42
2024,4,2024-04-27,Bahia,1016.26
2024,4,2024-04-27,Grêmio,1016.58
2024,4,2024-04-28,Flamengo,999.22
2024,4,2024-04-28,Botafogo,1094.68
2024,4,2024-04-28,Cruzeiro,999.35
2024,4,2024-04-28,Vitória,951.21
2024,4,2024-04-28,Corinthians,1007.51
2024,4,2024-04-28,Fluminense,949.45
2024,4,2024-04-28,Fortaleza,1016.29
2024,4,2024-04-28,Red Bull Bragantino,1028.13
2024,4,2024-04-28,Juventude,967.97
2024,4,2024-04-28,Athletico Paranaense,1035.81
2024,4,2024-04-28,Internacional,1012.15
2024,4,2024-04-28,Atlético Goianiense,923.34
2024,4,2024-04-29,São Paulo,1018.45
2024,4,2024-04-29,Palmeiras,1002.0
2024,5,2024-05-04,Fluminense,954.85
2024,5,2024-05-04,Atlético Mineiro,1075.02
2024,5,2024-05-04,Red Bull Bragantino,1026.88
2024,5,2024-05-04,Flamengo,1000.46
2024,5,2024-05-04,Corinthians,1007.88
2024,5,2024-05-04,Fortaleza,1015.91
2024,5,2024-05-05,Vitória,924.52
2024,5,2024-05-05,São Paulo,1045.14
2024,5,2024-05-05,Athletico Paranaense,1046.03
2024,5,2024-05-05,Vasco da Gama,910.72
2024,5,2024-05-05,Cuiabá,873.47
2024,5,2024-05-05,Palmeiras,1025.3
2024,5,2024-05-05,Botafogo,1074.51
2024,5,2024-05-05,Bahia,1036.42
2024,5,2024-06-05,Juventude,981.06
2024,5,2024-06-05,Atlético Goianiense,910.26
2024,5,2024-08-28,Cruzeiro,999.9
2024,5,2024-08-28,Internacional,1011.59
2024,5,2024-09-25,Grêmio,1002.29
2024,5,2024-09-25,Criciúma,1077.77
2024,6,2024-05-11,Flamengo,1031.11
2024,6,2024-05-11,Corinthians,977.24
2024,6,2024-05-12,Fortaleza,1018.41
2024,6,2024-05-12,Botafogo,1072.01
2024,6,2024-05-12,Palmeiras,994.27
2024,6,2024-05-12,Athletico Paranaense,1077.06
2024,6,2024-05-12,Atlético Goianiense,897.92
2024,6,2024-05-12,Cruzeiro,1012.24
2024,6,2024-05-12,Vasco da Gama,926.32
2024,6,2024-05-12,Vitória,908.93
2024,6,2024-05-12,Bahia,1051.01
2024,6,2024-05-12,Red Bull Bragantino,1012.29
2024,6,2024-05-13,São Paulo,1056.33
2024,6,2024-05-13,Fluminense,943.67
2024,6,2024-06-09,Criciúma,1002.11
2024,6,2024-06-09,Cuiabá,949.13
2024,6,2024-08-14,Internacional,1025.28
2024,6,2024-08-14,Juventude,967.37
2024,6,2024-10-09,Atlético Mineiro,1086.92
2024,6,2024-10-09,Grêmio,990.38
2024,7,2024-06-01,Grêmio,959.46
2024,7,2024-06-01,Red Bull Bragantino,1043.22
2024,7,2024-06-01,Vitória,874.88
2024,7,2024-06-01,Atlético Goianiense,931.97
2024,7,2024-06-01,Cuiabá,936.19
2024,7,2024-06-01,Internacional,1038.22
2024,7,2024-06-01,Fluminense,944.69
2024,7,2024-06-01,Juventude,966.35
2024,7,2024-06-01,Corinthians,965.14
2024,7,2024-06-01,Botafogo,1084.12
2024,7,2024-06-02,Criciúma,985.24
2024,7,2024-06-02,Palmeiras,1011.14
2024,7,2024-06-02,Atlético Mineiro,1085.38
2024,7,2024-06-02,Bahia,1052.55
2024,7,2024-06-02,Vasco da Gama,867.97
2024,7,2024-06-02,Flamengo,1089.45
2024,7,2024-06-02,Fortaleza,1035.92
2024,7,2024-06-02,Athletico Paranaense,1059.55
2024,7,2024-06-02,São Paulo,1082.54
2024,7,2024-06-02,Cruzeiro,986.03
2024,8,2024-06-11,Juventude,962.49
2024,8,2024-06-11,Vitória,878.74
2024,8,2024-06-11,Atlético Goianiense,933.39
2024,8,2024-06-11,Corinthians,963.71
2024,8,2024-06-11,Botafogo,1093.4
2024,8,2024-06-11,Fluminense,935.41
2024,8,2024-06-11,Red Bull Bragantino,1028.71
2024,8,2024-06-11,Atlético Mineiro,1099.89
2024,8,2024-06-13,Cruzeiro,998.89
2024,8,2024-06-13,Cuiabá,923.33
2024,8,2024-06-13,Athletico Paranaense,1083.23
2024,8,2024-06-13,Criciúma,961.56
2024,8,2024-06-13,Flamengo,1099.09
2024,8,2024-06-13,Grêmio,949.83
2024,8,2024-06-13,Internacional,1040.12
2024,8,2024-06-13,São Paulo,1080.64
2024,8,2024-06-13,Palmeiras,1029.43
2024,8,2024-06-13,Vasco da Gama,849.68
2024,8,2024-06-13,Bahia,1066.83
2024,8,2024-06-13,Fortaleza,1021.64
2024,9,2024-06-15,Red Bull Bragantino,1040.88
2024,9,2024-06-15,Juventude,950.32
2024,9,2024-06-15,Fluminense,918.81
2024,9,2024-06-15,Atlético Goianiense,949.99
2024,9,2024-06-16,Corinthians,968.57
2024,9,2024-06-16,São Paulo,1075.77
2024,9,2024-06-16,Vitória,900.25
2024,9,2024-06-16,Internacional,1018.62
2024,9,2024-06-16,Athletico Paranaense,1083.92
2024,9,2024-06-16,Flamengo,1098.4
2024,9,2024-06-16,Cuiabá,1019.0
2024,9,2024-06-16,Fortaleza,925.97
2024,9,2024-06-16,Criciúma,965.97
2024,9,2024-06-16,Bahia,1062.42
2024,9,2024-06-16,Grêmio,939.78
2024,9,2024-06-16,Botafogo,1103.44
2024,9,2024-06-16,Vasco da Gama,855.75
2024,9,2024-06-16,Cruzeiro,992.82
2024,9,2024-06-17,Atlético Mineiro,1020.68
2024,9,2024-06-17,Palmeiras,1108.64
2024,10,2024-06-19,Botafogo,1102.6
2024,10,2024-06-19,Athletico Paranaense,1084.76
2024,10,2024-06-19,Atlético Goianiense,934.25
2024,10,2024-06-19,Criciúma,981.71
2024,10,2024-06-19,São Paulo,1056.6
2024,10,2024-06-19,Cuiabá,1038.17
2024,10,2024-06-19,Juventude,972.35
2024,10,2024-06-19,Vasco da Gama,833.72
2024,10,2024-06-19,Fortaleza,941.56
2024,10,2024-06-19,Grêmio,924.19
2024,10,2024-06-19,Cruzeiro,1016.52
2024,10,2024-06-19,Fluminense,895.1
2024,10,2024-06-19,Internacional,1031.47
2024,10,2024-06-19,Corinthians,955.72
2024,10,2024-06-20,Vitória,940.25
2024,10,2024-06-20,Atlético Mineiro,980.68
2024,10,2024-06-20,Flamengo,1111.85
2024,10,2024-06-20,Bahia,1048.97
2024,10,2024-06-20,Palmeiras,1120.75
2024,10,2024-06-20,Red Bull Bragantino,1028.77
2024,11,2024-06-22,Criciúma,1001.73
2024,11,2024-06-22,Botafogo,1082.58
2024,11,2024-06-22,Grêmio,912.62
2024,11,2024-06-22,Internacional,1043.03
2024,11,2024-06-22,Cuiabá,1033.82
2024,11,2024-06-22,Atlético Goianiense,938.61
2024,11,2024-06-22,Vasco da Gama,904.19
2024,11,2024-06-22,São Paulo,986.14
2024,11,2024-06-23,Bahia,1089.78
2024,11,2024-06-23,Cruzeiro,975.71
2024,11,2024-06-23,Athletico Paranaense,1079.43
2024,11,2024-06-23,Corinthians,961.05
2024,11,2024-06-23,Fluminense,887.74
2024,11,2024-06-23,Flamengo,1119.22
2024,11,2024-06-23,Palmeiras,1138.66
2024,11,2024-06-23,Juventude,954.43
2024,11,2024-06-23,Red Bull Bragantino,1040.03
2024,11,2024-06-23,Vitória,928.99
2024,11,2024-06-23,Atlético Mineiro,979.0
2024,11,2024-06-23,Fortaleza,943.24
2024,12,2024-06-26,Botafogo,1095.76
2024,12,2024-06-26,Red Bull Bragantino,1026.86
2024,12,2024-06-26,Cruzeiro,1014.41
2024,12,2024-06-26,Athletico Paranaense,1040.73
2024,12,2024-06-26,Juventude,976.06
2024,12,2024-06-26,Flamengo,1097.59
2024,12,2024-06-26,Corinthians,964.14
2024,12,2024-06-26,Cuiabá,1030.72
2024,12,2024-06-26,Atlético Goianiense,937.49
2024,12,2024-06-26,Grêmio,913.74
2024,12,2024-06-26,Bahia,1097.45
2024,12,2024-06-26,Vasco da Gama,896.51
2024,12,2024-06-26,Internacional,1023.53
2024,12,2024-06-26,Atlético Mineiro,998.51
2024,12,2024-06-26,Fortaleza,1011.18
2024,12,2024-06-26,Palmeiras,1070.72
2024,12,2024-06-27,Fluminense,873.19
2024,12,2024-06-27,Vitória,943.54
2024,12,2024-06-27,São Paulo,1001.81
2024,12,2024-06-27,Criciúma,986.06
2024,13,2024-06-29,Cuiabá,1030.55
2024,13,2024-06-29,Red Bull Bragantino,1027.03
2024,13,2024-06-29,Vasco da Gama,904.28
2024,13,2024-06-29,Botafogo,1087.99
2024,13,2024-06-30,Atlético Mineiro,995.9
2024,13,2024-06-30,Atlético Goianiense,940.09
2024,13,2024-06-30,Fortaleza,1024.67
2024,13,2024-06-30,Juventude,962.57
2024,13,2024-06-30,São Paulo,1039.86
2024,13,2024-06-30,Bahia,1059.4
2024,13,2024-06-30,Grêmio,927.0
2024,13,2024-06-30,Fluminense,859.94
2024,13,2024-06-30,Flamengo,1109.07
2024,13,2024-06-30,Cruzeiro,1002.93
2024,13,2024-06-30,Criciúma,987.67
2024,13,2024-06-30,Internacional,1021.91
2024,13,2024-06-30,Vitória,931.54
2024,13,2024-06-30,Athletico Paranaense,1052.73
2024,13,2024-07-01,Palmeiras,1091.8
2024,13,2024-07-01,Corinthians,943.07
2024,14,2024-07-03,Cuiabá,1016.76
2024,14,2024-07-03,Botafogo,1101.78
2024,14,2024-07-03,Criciúma,1003.33
2024,14,2024-07-03,Cruzeiro,987.28
2024,14,2024-07-03,Vasco da Gama,944.28
2024,14,2024-07-03,Fortaleza,984.67
2024,14,2024-07-03,Atlético Mineiro,973.28
2024,14,2024-07-03,Flamengo,1131.68
2024,14,2024-07-03,Athletico Paranaense,1035.62
2024,14,2024-07-03,São Paulo,1056.97
2024,14,2024-07-03,Red Bull Bragantino,1049.67
2024,14,2024-07-03,Atlético Goianiense,917.45
2024,14,2024-07-04,Grêmio,933.63
2024,14,2024-07-04,Palmeiras,1085.17
2024,14,2024-07-04,Bahia,1081.24
2024,14,2024-07-04,Juventude,940.72
2024,14,2024-07-04,Fluminense,866.46
2024,14,2024-07-04,Internacional,1015.39
2024,14,2024-07-04,Corinthians,957.57
2024,14,2024-07-04,Vitória,917.04
2024,15,2024-07-06,São Paulo,1086.34
2024,15,2024-07-06,Red Bull Bragantino,1020.3
2024,15,2024-07-06,Flamengo,1126.9
2024,15,2024-07-06,Cuiabá,1021.54
2024,15,2024-07-07,Fortaleza,994.76
2024,15,2024-07-07,Fluminense,856.38
2024,15,2024-07-07,Cruzeiro,1028.44
2024,15,2024-07-07,Corinthians,916.41
2024,15,2024-07-07,Juventude,984.8
2024,15,2024-07-07,Grêmio,889.55
2024,15,2024-07-07,Internacional,995.56
2024,15,2024-07-07,Vasco da Gama,964.11
2024,15,2024-07-07,Palmeiras,1114.83
2024,15,2024-07-07,Bahia,1051.58
2024,15,2024-07-07,Vitória,935.69
2024,15,2024-07-07,Criciúma,984.68
2024,15,2024-07-07,Atlético Goianiense,906.35
2024,15,2024-07-07,Athletico Paranaense,1046.72
2024,15,2024-07-07,Botafogo,1130.86
2024,15,2024-07-07,Atlético Mineiro,944.21
2024,16,2024-07-10,Grêmio,869.08
2024,16,2024-07-10,Cruzeiro,1048.91
2024,16,2024-07-10,Athletico Paranaense,1014.18
2024,16,2024-07-10,Bahia,1084.12
2024,16,2024-07-10,Vasco da Gama,990.02
2024,16,2024-07-10,Corinthians,890.5
2024,16,2024-07-11,Palmeiras,1128.72
2024,16,2024-07-11,Atlético Goianiense,892.46
2024,16,2024-07-11,Flamengo,1104.41
2024,16,2024-07-11,Fortaleza,1017.25
2024,16,2024-07-11,Criciúma,979.37
2024,16,2024-07-11,Fluminense,861.68
2024,16,2024-07-11,Vitória,927.59
2024,16,2024-07-11,Botafogo,1138.96
2024,16,2024-07-11,Atlético Mineiro,965.02
2024,16,2024-07-11,São Paulo,1065.53
2024,16,2024-09-05,Cuiabá,1019.96
2024,16,2024-09-05,Juventude,986.38
2024,16,2024-09-25,Red Bull Bragantino,1019.24
2024,16,2024-09-25,Internacional,996.62
2024,17,2024-07-13,Cruzeiro,1062.63
2024,17,2024-07-13,Red Bull Bragantino,1005.51
2024,17,2024-07-13,Bahia,1064.61
2024,17,2024-07-13,Cuiabá,1039.48
2024,17,2024-07-16,Juventude,985.46
2024,17,2024-07-16,Atlético Mineiro,965.94
2024,17,2024-07-16,Corinthians,909.26
2024,17,2024-07-16,Criciúma,960.62
2024,17,2024-07-17,Atlético Goianiense,880.48
2024,17,2024-07-17,Vasco da Gama,1002.0
2024,17,2024-07-17,São Paulo,1072.85
2024,17,2024-07-17,Grêmio,861.76
2024,17,2024-07-17,Fortaleza,1039.67
2024,17,2024-07-17,Vitória,905.17
2024,17,2024-07-17,Botafogo,1153.52
2024,17,2024-07-17,Palmeiras,1114.16
2024,17,2024-10-22,Fluminense,882.87
2024,17,2024-10-22,Athletico Paranaense,992.99
2024,17,2024-10-30,Internacional,1001.13
2024,17,2024-10-30,Flamengo,1099.9
2024,18,2024-07-20,Flamengo,1109.19
2024,18,2024-07-20,Criciúma,951.33
2024,18,2024-07-20,Botafogo,1162.33
2024,18,2024-07-20,Internacional,992.32
2024,18,2024-07-20,Palmeiras,1139.74
2024,18,2024-07-20,Cruzeiro,1037.05
2024,18,2024-07-21,Grêmio,895.49
2024,18,2024-07-21,Vitória,871.44
2024,18,2024-07-21,Bahia,1041.19
2024,18,2024-07-21,Corinthians,932.68
2024,18,2024-07-21,Atlético Mineiro,999.05
2024,18,2024-07-21,Vasco da Gama,968.9
2024,18,2024-07-21,Red Bull Bragantino,1019.97
2024,18,2024-07-21,Athletico Paranaense,978.53
2024,18,2024-07-21,Fortaleza,1056.82
2024,18,2024-07-21,Atlético Goianiense,863.34
2024,18,2024-07-21,Juventude,989.16
2024,18,2024-07-21,São Paulo,1069.15
2024,18,2024-07-21,Cuiabá,1016.0
2024,18,2024-07-21,Fluminense,906.34
2024,19,2024-07-24,Cruzeiro,1062.94
2024,19,2024-07-24,Juventude,963.27
2024,19,2024-07-24,São Paulo,1073.08
2024,19,2024-07-24,Botafogo,1158.4
2024,19,2024-07-24,Vitória,864.74
2024,19,2024-07-24,Flamengo,1115.88
2024,19,2024-07-24,Fluminense,930.13
2024,19,2024-07-24,Palmeiras,1115.95
2024,19,2024-07-24,Atlético Goianiense,870.41
2024,19,2024-07-24,Bahia,1034.11
2024,19,2024-07-25,Corinthians,931.08
2024,19,2024-07-25,Grêmio,897.09
2024,19,2024-08-28,Criciúma,969.26
2024,19,2024-08-28,Red Bull Bragantino,1002.05
2024,19,2024-09-11,Internacional,1010.07
2024,19,2024-09-11,Fortaleza,1039.06
2024,19,2024-10-24,Vasco da Gama,985.92
2024,19,2024-10-24,Cuiabá,998.98
2024,19,2024-11-16,Athletico Paranaense,994.41
2024,19,2024-11-16,Atlético Mineiro,983.16
2024,20,2024-07-27,Juventude,947.05
2024,20,2024-07-27,Criciúma,985.47
2024,20,2024-07-27,Palmeiras,1062.53
2024,20,2024-07-27,Vitória,918.16
2024,20,2024-07-27,Bahia,1033.08
2024,20,2024-07-27,Internacional,1011.11
2024,20,2024-07-27,Botafogo,1095.63
2024,20,2024-07-27,Cruzeiro,1125.7
2024,20,2024-07-27,Fortaleza,1055.53
2024,20,2024-07-27,São Paulo,1056.62
2024,20,2024-07-28,Red Bull Bragantino,982.18
