ano,rodada,mandante,visitante,gol_prev_mandante,gol_prev_visitante,previsao,gol_time_mandante,gol_time_visitante,data,local,pontos_prev_mandante,pontos_prev_visitante,pontos_real_mandante,pontos_real_visitante,erro_mandante,erro_visitante
2025,3,Palmeiras,Corinthians,0,1,Visitante,2,0,2025-04-12 00:00:00,Arena Barueri - Barueri - SP,0,3,3,0,-3,3
2025,3,Vasco da Gama,Sport Recife,0,0,Empate,3,1,2025-04-12 00:00:00,São Januário - Rio de Janeiro - RJ,1,1,3,0,-2,1
2025,3,Bahia,Mirassol,0,0,Empate,1,1,2025-04-13 00:00:00,Arena Fonte Nova - Salvador - BA,1,1,1,1,0,0
2025,3,São Paulo,Cruzeiro,1,0,Mandante,1,1,2025-04-13 00:00:00,Morumbi - Sao Paulo - SP,3,0,1,1,2,-1
2025,3,Grêmio,Flamengo,0,1,Visitante,0,2,2025-04-13 00:00:00,Arena do Grêmio - Porto Alegre - RS,0,3,0,3,0,0
2025,3,Fluminense,Santos Fc,0,0,Empate,1,0,2025-04-13 00:00:00,Maracanã - Rio de Janeiro - RJ,1,1,3,0,-2,1
2025,3,Fortaleza Ec Saf,Internacional,0,0,Empate,0,0,2025-04-13 00:00:00,Arena Castelão - Fortaleza - CE,1,1,1,1,0,0
2025,3,Atlético Mineiro,Vitória,1,0,Mandante,2,2,2025-04-13 00:00:00,Mineirão - Belo Horizonte - MG,3,0,1,1,2,-1
2025,4,Ceará,Vasco da Gama,0,0,Empate,2,1,2025-04-15 00:00:00,Arena Castelão - Fortaleza - CE,1,1,3,0,-2,1
2025,4,Botafogo,São Paulo,0,0,Empate,2,2,2025-04-16 00:00:00,Nilton Santos - Rio de Janeiro - RJ,1,1,1,1,0,0
2025,4,Mirassol,Grêmio,1,0,Mandante,4,1,2025-04-16 00:00:00,José Maria de Campos Maia - Mirassol - SP,3,0,3,0,0,0
2025,4,Sport Recife,Red Bull Bragantino,0,1,Visitante,0,1,2025-04-16 00:00:00,Ilha do Retiro - Recife - PE,0,3,0,3,0,0
2025,4,Internacional,Palmeiras,0,0,Empate,0,1,2025-04-16 00:00:00,Beira-Rio - Porto Alegre - RS,1,1,0,3,1,-2
2025,4,Corinthians,Fluminense,0,0,Empate,0,2,2025-04-16 00:00:00,Neo Química Arena - Sao Paulo - SP,1,1,0,3,1,-2
2025,4,Flamengo,Juventude,1,0,Mandante,6,0,2025-04-16 00:00:00,Maracanã - Rio de Janeiro - RJ,3,0,3,0,0,0
2025,4,Vitória,Fortaleza Ec Saf,0,1,Visitante,2,1,2025-04-16 00:00:00,Manoel Barradas - Salvador - BA,0,3,3,0,-3,3
2025,4,Santos Fc,Atlético Mineiro,0,0,Empate,2,0,2025-04-16 00:00:00,Vila Belmiro - Santos - SP,1,1,3,0,-2,1
2025,4,Cruzeiro,Bahia,0,1,Visitante,3,0,2025-04-17 00:00:00,Mineirão - Belo Horizonte - MG,0,3,3,0,-3,3
2025,5,Corinthians,Sport Recife,1,0,Mandante,2,1,2025-04-19 00:00:00,Neo Química Arena - Sao Paulo - SP,3,0,3,0,0,0
2025,5,Vasco da Gama,Flamengo,0,1,Visitante,0,0,2025-04-19 00:00:00,Maracanã - Rio de Janeiro - RJ,0,3,1,1,-1,2
2025,5,Grêmio,Internacional,0,1,Visitante,1,1,2025-04-19 00:00:00,Arena do Grêmio - Porto Alegre - RS,0,3,1,1,-1,2
2025,5,Juventude,Mirassol,0,1,Visitante,2,2,2025-04-20 00:00:00,Alfredo Jaconi - Caxias do Sul - RS,0,3,1,1,-1,2
2025,5,São Paulo,Santos Fc,0,0,Empate,2,1,2025-04-20 00:00:00,Morumbi - Sao Paulo - SP,1,1,3,0,-2,1
2025,5,Atlético Mineiro,Botafogo,0,1,Visitante,1,0,2025-04-20 00:00:00,Mineirão - Belo Horizonte - MG,0,3,3,0,-3,3
2025,5,Fluminense,Vitória,1,0,Mandante,1,1,2025-04-20 00:00:00,Maracanã - Rio de Janeiro - RJ,3,0,1,1,2,-1
2025,5,Fortaleza Ec Saf,Palmeiras,0,1,Visitante,1,2,2025-04-20 00:00:00,Arena Castelão - Fortaleza - CE,0,3,0,3,0,0
2025,5,Red Bull Bragantino,Cruzeiro,0,0,Empate,1,0,2025-04-20 00:00:00,Nabi Abi Chedid - Braganca Paulista - SP,1,1,3,0,-2,1
2025,5,Bahia,Ceará,0,1,Visitante,1,0,2025-04-21 00:00:00,Arena Fonte Nova - Salvador - BA,0,3,3,0,-3,3
2025,6,Internacional,Juventude,1,0,Mandante,3,1,2025-04-26 00:00:00,Beira-Rio - Porto Alegre - RS,3,0,3,0,0,0
2025,6,Mirassol,Atlético Mineiro,1,0,Mandante,2,2,2025-04-26 00:00:00,José Maria de Campos Maia - Mirassol - SP,3,0,1,1,2,-1
2025,6,Ceará,São Paulo,0,0,Empate,1,1,2025-04-26 00:00:00,Arena Castelão - Fortaleza - CE,1,1,1,1,0,0
2025,6,Sport Recife,Fortaleza Ec Saf,0,1,Visitante,0,0,2025-04-26 00:00:00,Ilha do Retiro - Recife - PE,0,3,1,1,-1,2
2025,6,Botafogo,Fluminense,0,1,Visitante,2,0,2025-04-26 00:00:00,Nilton Santos - Rio de Janeiro - RJ,0,3,3,0,-3,3
2025,6,Flamengo,Corinthians,1,0,Mandante,4,0,2025-04-27 00:00:00,Maracanã - Rio de Janeiro - RJ,3,0,3,0,0,0
2025,6,Palmeiras,Bahia,1,0,Mandante,0,1,2025-04-27 00:00:00,Allianz Parque - Sao Paulo - SP,3,0,0,3,3,-3
2025,6,Cruzeiro,Vasco da Gama,0,0,Empate,1,0,2025-04-27 00:00:00,Parque do Sabiá - Uberlandia - MG,1,1,3,0,-2,1
2025,6,Vitória,Grêmio,1,0,Mandante,1,1,2025-04-27 00:00:00,Manoel Barradas - Salvador - BA,3,0,1,1,2,-1
2025,6,Santos Fc,Red Bull Bragantino,0,1,Visitante,1,2,2025-04-27 00:00:00,Vila Belmiro - Santos - SP,0,3,0,3,0,0
2025,7,São Paulo,Fortaleza Ec Saf,0,0,Empate,0,0,2025-05-02 00:00:00,Morumbi - Sao Paulo - SP,1,1,1,1,0,0
2025,7,Ceará,Vitória,1,0,Mandante,1,0,2025-05-03 00:00:00,Presidente Vargas - Fortaleza - CE,3,0,3,0,0,0
2025,7,Fluminense,Sport Recife,1,0,Mandante,2,1,2025-05-03 00:00:00,Maracanã - Rio de Janeiro - RJ,3,0,3,0,0,0
2025,7,Corinthians,Internacional,0,1,Visitante,4,2,2025-05-03 00:00:00,Neo Química Arena - Sao Paulo - SP,0,3,3,0,-3,3
2025,7,Bahia,Botafogo,0,1,Visitante,1,0,2025-05-03 00:00:00,Arena Fonte Nova - Salvador - BA,0,3,3,0,-3,3
2025,7,Vasco da Gama,Palmeiras,0,1,Visitante,0,1,2025-05-04 00:00:00,Mané Garrincha - Brasilia - DF,0,3,0,3,0,0
2025,7,Grêmio,Santos Fc,0,1,Visitante,1,0,2025-05-04 00:00:00,Arena do Grêmio - Porto Alegre - RS,0,3,3,0,-3,3
2025,7,Cruzeiro,Flamengo,0,1,Visitante,2,1,2025-05-04 00:00:00,Mineirão - Belo Horizonte - MG,0,3,3,0,-3,3
2025,7,Red Bull Bragantino,Mirassol,1,0,Mandante,1,0,2025-05-05 00:00:00,Cícero de Souza Marques - Braganca Paulista - SP,3,0,3,0,0,0
2025,7,Juventude,Atlético Mineiro,0,1,Visitante,0,1,2025-05-05 00:00:00,Alfredo Jaconi - Caxias do Sul - RS,0,3,0,3,0,0
2025,8,Fortaleza Ec Saf,Juventude,1,0,Mandante,5,0,2025-05-10 00:00:00,Presidente Vargas - Fortaleza - CE,3,0,3,0,0,0
2025,8,Mirassol,Corinthians,0,0,Empate,2,1,2025-05-10 00:00:00,José Maria de Campos Maia - Mirassol - SP,1,1,3,0,-2,1
2025,8,Vitória,Vasco da Gama,0,0,Empate,2,1,2025-05-10 00:00:00,Manoel Barradas - Salvador - BA,1,1,3,0,-2,1
2025,8,Grêmio,Red Bull Bragantino,0,1,Visitante,1,1,2025-05-10 00:00:00,Arena do Grêmio - Porto Alegre - RS,0,3,1,1,-1,2
2025,8,Flamengo,Bahia,1,0,Mandante,1,0,2025-05-10 00:00:00,Maracanã - Rio de Janeiro - RJ,3,0,3,0,0,0
2025,8,Sport Recife,Cruzeiro,0,1,Visitante,0,4,2025-05-11 00:00:00,Ilha do Retiro - Recife - PE,0,3,0,3,0,0
2025,8,Palmeiras,São Paulo,1,0,Mandante,1,0,2025-05-11 00:00:00,Arena Barueri - Barueri - SP,3,0,3,0,0,0
2025,8,Atlético Mineiro,Fluminense,0,1,Visitante,3,2,2025-05-11 00:00:00,ARENA MRV - Belo Horizonte - MG,0,3,3,0,-3,3
2025,8,Botafogo,Internacional,0,0,Empate,4,0,2025-05-11 00:00:00,Nilton Santos - Rio de Janeiro - RJ,1,1,3,0,-2,1
2025,8,Santos Fc,Ceará,0,1,Visitante,0,0,2025-05-12 00:00:00,Allianz Parque - Sao Paulo - SP,0,3,1,1,-1,2
2025,9,Ceará,Sport Recife,1,0,Mandante,2,0,2025-05-17 00:00:00,Arena Castelão - Fortaleza - CE,3,0,3,0,0,0
2025,9,Vasco da Gama,Fortaleza Ec Saf,0,1,Visitante,3,0,2025-05-17 00:00:00,São Januário - Rio de Janeiro - RJ,0,3,3,0,-3,3
2025,9,São Paulo,Grêmio,1,0,Mandante,2,1,2025-05-17 00:00:00,Morumbi - Sao Paulo - SP,3,0,3,0,0,0
2025,9,Bahia,Vitória,1,0,Mandante,2,1,2025-05-18 00:00:00,Arena Fonte Nova - Salvador - BA,3,0,3,0,0,0
2025,9,Corinthians,Santos Fc,0,0,Empate,1,0,2025-05-18 00:00:00,Neo Química Arena - Sao Paulo - SP,1,1,3,0,-2,1
2025,9,Juventude,Fluminense,0,1,Visitante,1,1,2025-05-18 00:00:00,Alfredo Jaconi - Caxias do Sul - RS,0,3,1,1,-1,2
2025,9,Flamengo,Botafogo,1,0,Mandante,0,0,2025-05-18 00:00:00,Maracanã - Rio de Janeiro - RJ,3,0,1,1,2,-1
2025,9,Red Bull Bragantino,Palmeiras,0,1,Visitante,1,2,2025-05-18 00:00:00,Cícero de Souza Marques - Braganca Paulista - SP,0,3,0,3,0,0
2025,9,Cruzeiro,Atlético Mineiro,1,0,Mandante,0,0,2025-05-18 00:00:00,Mineirão - Belo Horizonte - MG,3,0,1,1,2,-1
2025,9,Internacional,Mirassol,0,1,Visitante,1,1,2025-05-18 00:00:00,Beira-Rio - Porto Alegre - RS,0,3,1,1,-1,2
2025,10,São Paulo,Mirassol,0,0,Empate,0,2,2025-05-24 00:00:00,Morumbi - Sao Paulo - SP,1,1,0,3,1,-2
2025,10,Fluminense,Vasco da Gama,0,0,Empate,2,1,2025-05-24 00:00:00,Maracanã - Rio de Janeiro - RJ,1,1,3,0,-2,1
2025,10,Atlético Mineiro,Corinthians,0,0,Empate,0,0,2025-05-24 00:00:00,ARENA MRV - Belo Horizonte - MG,1,1,1,1,0,0
2025,10,Grêmio,Bahia,0,1,Visitante,1,0,2025-05-25 00:00:00,Arena do Grêmio - Porto Alegre - RS,0,3,3,0,-3,3
2025,10,Sport Recife,Internacional,0,1,Visitante,1,1,2025-05-25 00:00:00,Ilha do Retiro - Recife - PE,0,3,1,1,-1,2
2025,10,Palmeiras,Flamengo,0,1,Visitante,0,2,2025-05-25 00:00:00,Allianz Parque - Sao Paulo - SP,0,3,0,3,0,0
2025,10,Vitória,Santos Fc,0,0,Empate,0,1,2025-05-25 00:00:00,Manoel Barradas - Salvador - BA,1,1,0,3,1,-2
2025,10,Fortaleza Ec Saf,Cruzeiro,0,1,Visitante,0,2,2025-05-25 00:00:00,Arena Castelão - Fortaleza - CE,0,3,0,3,0,0
2025,10,Red Bull Bragantino,Juventude,1,0,Mandante,1,0,2025-05-26 00:00:00,Cícero de Souza Marques - Braganca Paulista - SP,3,0,3,0,0,0
2025,10,Botafogo,Ceará,1,0,Mandante,3,2,2025-06-04 00:00:00,Nilton Santos - Rio de Janeiro - RJ,3,0,3,0,0,0
2025,11,Bahia,São Paulo,0,0,Empate,2,1,2025-05-31 00:00:00,Arena Fonte Nova - Salvador - BA,1,1,3,0,-2,1
2025,11,Vasco da Gama,Red Bull Bragantino,0,1,Visitante,0,2,2025-05-31 00:00:00,São Januário - Rio de Janeiro - RJ,0,3,0,3,0,0
2025,11,Mirassol,Sport Recife,1,0,Mandante,1,0,2025-06-01 00:00:00,José Maria de Campos Maia - Mirassol - SP,3,0,3,0,0,0
2025,11,Juventude,Grêmio,0,1,Visitante,0,2,2025-06-01 00:00:00,Alfredo Jaconi - Caxias do Sul - RS,0,3,0,3,0,0
2025,11,Santos Fc,Botafogo,0,1,Visitante,0,1,2025-06-01 00:00:00,Vila Belmiro - Santos - SP,0,3,0,3,0,0
2025,11,Ceará,Atlético Mineiro,1,0,Mandante,0,1,2025-06-01 00:00:00,Arena Castelão - Fortaleza - CE,3,0,0,3,3,-3
2025,11,Corinthians,Vitória,1,0,Mandante,0,0,2025-06-01 00:00:00,Neo Química Arena - Sao Paulo - SP,3,0,1,1,2,-1
2025,11,Flamengo,Fortaleza Ec Saf,1,0,Mandante,5,0,2025-06-01 00:00:00,Maracanã - Rio de Janeiro - RJ,3,0,3,0,0,0
2025,11,Cruzeiro,Palmeiras,1,0,Mandante,2,1,2025-06-01 00:00:00,Mineirão - Belo Horizonte - MG,3,0,3,0,0,0
2025,11,Internacional,Fluminense,0,1,Visitante,0,2,2025-06-01 00:00:00,Beira-Rio - Porto Alegre - RS,0,3,0,3,0,0
2025,12,Red Bull Bragantino,Bahia,1,0,Mandante,0,3,2025-06-12 00:00:00,Cícero de Souza Marques - Braganca Paulista - SP,3,0,0,3,3,-3
2025,12,Vitória,Cruzeiro,0,1,Visitante,0,0,2025-06-12 00:00:00,Manoel Barradas - Salvador - BA,0,3,1,1,-1,2
2025,12,Fortaleza Ec Saf,Santos Fc,0,0,Empate,2,3,2025-06-12 00:00:00,Arena Castelão - Fortaleza - CE,1,1,0,3,1,-2
2025,12,Grêmio,Corinthians,0,0,Empate,1,1,2025-06-12 00:00:00,Arena do Grêmio - Porto Alegre - RS,1,1,1,1,0,0
2025,12,São Paulo,Vasco da Gama,0,0,Empate,1,3,2025-06-12 00:00:00,Morumbi - Sao Paulo - SP,1,1,0,3,1,-2
2025,12,Atlético Mineiro,Internacional,1,0,Mandante,2,0,2025-06-12 00:00:00,ARENA MRV - Belo Horizonte - MG,3,0,3,0,0,0
2025,12,Flamengo,São Paulo,1,0,Mandante,2,0,2025-07-12 00:00:00,Maracanã - Rio de Janeiro - RJ,3,0,3,0,0,0
2025,12,Botafogo,Mirassol,1,0,Mandante,3,3,2025-09-17 00:00:00,Nilton Santos - Rio de Janeiro - RJ,3,0,1,1,2,-1
2025,12,Palmeiras,Juventude,1,0,Mandante,4,1,2025-10-11 00:00:00,Allianz Parque - Sao Paulo - SP,3,0,3,0,0,0
2025,12,Fluminense,Ceará,1,0,Mandante,1,0,2025-10-29 00:00:00,Maracanã - Rio de Janeiro - RJ,3,0,3,0,0,0
2025,13,Internacional,Vitória,0,1,Visitante,1,0,2025-07-12 00:00:00,Beira-Rio - Porto Alegre - RS,0,3,3,0,-3,3
2025,13,Vasco da Gama,Botafogo,0,1,Visitante,0,2,2025-07-12 00:00:00,Mané Garrincha - Brasilia - DF,0,3,0,3,0,0
2025,13,Bahia,Atlético Mineiro,1,0,Mandante,2,1,2025-07-12 00:00:00,Arena Fonte Nova - Salvador - BA,3,0,3,0,0,0
2025,13,Corinthians,Red Bull Bragantino,0,1,Visitante,1,2,2025-07-13 00:00:00,Neo Química Arena - Sao Paulo - SP,0,3,0,3,0,0
2025,13,Cruzeiro,Grêmio,1,0,Mandante,4,1,2025-07-13 00:00:00,Mineirão - Belo Horizonte - MG,3,0,3,0,0,0
2025,13,Fortaleza Ec Saf,Ceará,0,1,Visitante,0,1,2025-07-13 00:00:00,Arena Castelão - Fortaleza - CE,0,3,0,3,0,0
2025,13,Juventude,Sport Recife,0,1,Visitante,2,0,2025-07-14 00:00:00,Alfredo Jaconi - Caxias do Sul - RS,0,3,3,0,-3,3
2025,13,Palmeiras,Mirassol,0,0,Empate,1,1,2025-07-16 00:00:00,Allianz Parque - Sao Paulo - SP,1,1,1,1,0,0
2025,13,Mirassol,Fluminense,0,0,Empate,2,1,2025-10-08 00:00:00,José Maria de Campos Maia - Mirassol - SP,1,1,3,0,-2,1
2025,14,Ceará,Corinthians,1,0,Mandante,0,1,2025-07-16 00:00:00,Arena Castelão - Fortaleza - CE,3,0,0,3,3,-3
2025,14,Santos Fc,Flamengo,0,1,Visitante,1,0,2025-07-16 00:00:00,Vila Belmiro - Santos - SP,0,3,3,0,-3,3
2025,14,Botafogo,Vitória,1,0,Mandante,0,0,2025-07-16 00:00:00,Nilton Santos - Rio de Janeiro - RJ,3,0,1,1,2,-1
2025,14,Red Bull Bragantino,São Paulo,1,0,Mandante,2,2,2025-07-16 00:00:00,Cícero de Souza Marques - Braganca Paulista - SP,3,0,1,1,2,-1
2025,14,Fluminense,Cruzeiro,0,1,Visitante,0,2,2025-07-17 00:00:00,Maracanã - Rio de Janeiro - RJ,0,3,0,3,0,0
2025,14,Grêmio,Fortaleza Ec Saf,1,0,Mandante,2,1,2025-07-29 00:00:00,Arena do Grêmio - Porto Alegre - RS,3,0,3,0,0,0
2025,14,Juventude,Vasco da Gama,0,1,Visitante,2,0,2025-08-20 00:00:00,Alfredo Jaconi - Caxias do Sul - RS,0,3,3,0,-3,3
2025,14,Atlético Mineiro,Sport Recife,1,0,Mandante,3,1,2025-10-08 00:00:00,ARENA MRV - Belo Horizonte - MG,3,0,3,0,0,0
2025,14,Bahia,Internacional,1,0,Mandante,1,0,2025-10-22 00:00:00,Arena Fonte Nova - Salvador - BA,3,0,3,0,0,0
2025,15,Fortaleza Ec Saf,Bahia,0,1,Visitante,1,1,2025-07-19 00:00:00,Arena Castelão - Fortaleza - CE,0,3,1,1,-1,2
2025,15,Vasco da Gama,Grêmio,0,1,Visitante,1,1,2025-07-19 00:00:00,São Januário - Rio de Janeiro - RJ,0,3,1,1,-1,2
2025,15,Mirassol,Santos Fc,1,0,Mandante,3,0,2025-07-19 00:00:00,José Maria de Campos Maia - Mirassol - SP,3,0,3,0,0,0
2025,15,São Paulo,Corinthians,0,1,Visitante,2,0,2025-07-19 00:00:00,Morumbi - Sao Paulo - SP,0,3,3,0,-3,3
2025,15,Internacional,Ceará,0,1,Visitante,1,0,2025-07-20 00:00:00,Beira-Rio - Porto Alegre - RS,0,3,3,0,-3,3
2025,15,Vitória,Red Bull Bragantino,0,1,Visitante,1,0,2025-07-20 00:00:00,Manoel Barradas - Salvador - BA,0,3,3,0,-3,3
2025,15,Cruzeiro,Juventude,1,0,Mandante,4,0,2025-07-20 00:00:00,Mineirão - Belo Horizonte - MG,3,0,3,0,0,0
2025,15,Palmeiras,Atlético Mineiro,1,0,Mandante,3,2,2025-07-20 00:00:00,Allianz Parque - Sao Paulo - SP,3,0,3,0,0,0
2025,15,Sport Recife,Botafogo,0,1,Visitante,0,1,2025-07-20 00:00:00,Ilha do Retiro - Recife - PE,0,3,0,3,0,0
2025,15,Flamengo,Fluminense,1,0,Mandante,1,0,2025-07-20 00:00:00,Maracanã - Rio de Janeiro - RJ,3,0,3,0,0,0
2025,16,Fluminense,Palmeiras,0,1,Visitante,1,2,2025-07-23 00:00:00,Maracanã - Rio de Janeiro - RJ,0,3,0,3,0,0
2025,16,Ceará,Mirassol,0,1,Visitante,0,2,2025-07-23 00:00:00,Arena Castelão - Fortaleza - CE,0,3,0,3,0,0
2025,16,Corinthians,Cruzeiro,0,1,Visitante,0,0,2025-07-23 00:00:00,Neo Química Arena - Sao Paulo - SP,0,3,1,1,-1,2
2025,16,Santos Fc,Internacional,1,0,Mandante,1,2,2025-07-23 00:00:00,Vila Belmiro - Santos - SP,3,0,0,3,3,-3
2025,16,Red Bull Bragantino,Flamengo,0,1,Visitante,1,2,2025-07-23 00:00:00,Cícero de Souza Marques - Braganca Paulista - SP,0,3,0,3,0,0
2025,16,Vitória,Sport Recife,1,0,Mandante,2,2,2025-07-23 00:00:00,Manoel Barradas - Salvador - BA,3,0,1,1,2,-1
2025,16,Juventude,São Paulo,0,1,Visitante,0,1,2025-07-24 00:00:00,Alfredo Jaconi - Caxias do Sul - RS,0,3,0,3,0,0
2025,16,Grêmio,Botafogo,0,1,Visitante,1,1,2025-09-24 00:00:00,Arena do Grêmio - Porto Alegre - RS,0,3,1,1,-1,2
2025,16,Vasco da Gama,Bahia,0,1,Visitante,3,1,2025-09-24 00:00:00,São Januário - Rio de Janeiro - RJ,0,3,3,0,-3,3
2025,17,Fortaleza Ec Saf,Red Bull Bragantino,0,1,Visitante,3,1,2025-07-26 00:00:00,Arena Castelão - Fortaleza - CE,0,3,3,0,-3,3
2025,17,Sport Recife,Santos Fc,0,1,Visitante,2,2,2025-07-26 00:00:00,Ilha do Retiro - Recife - PE,0,3,1,1,-1,2
2025,17,Botafogo,Corinthians,1,0,Mandante,1,1,2025-07-26 00:00:00,Nilton Santos - Rio de Janeiro - RJ,3,0,1,1,2,-1
2025,17,Mirassol,Vitória,1,0,Mandante,1,1,2025-07-26 00:00:00,José Maria de Campos Maia - Mirassol - SP,3,0,1,1,2,-1
2025,17,Palmeiras,Grêmio,1,0,Mandante,1,0,2025-07-26 00:00:00,Allianz Parque - Sao Paulo - SP,3,0,3,0,0,0
2025,17,São Paulo,Fluminense,0,0,Empate,3,1,2025-07-27 00:00:00,Morumbi - Sao Paulo - SP,1,1,3,0,-2,1
2025,17,Cruzeiro,Ceará,1,0,Mandante,1,2,2025-07-27 00:00:00,Mineirão - Belo Horizonte - MG,3,0,0,3,3,-3
2025,17,Bahia,Juventude,1,0,Mandante,3,0,2025-07-27 00:00:00,Arena Fonte Nova - Salvador - BA,3,0,3,0,0,0
2025,17,Internacional,Vasco da Gama,0,1,Visitante,1,1,2025-07-27 00:00:00,Beira-Rio - Porto Alegre - RS,0,3,1,1,-1,2
2025,17,Flamengo,Atlético Mineiro,1,0,Mandante,1,0,2025-07-27 00:00:00,Maracanã - Rio de Janeiro - RJ,3,0,3,0,0,0
2025,18,Sport Recife,Bahia,0,1,Visitante,0,0,2025-08-02 00:00:00,Ilha do Retiro - Recife - PE,0,3,1,1,-1,2
2025,18,Mirassol,Vasco da Gama,1,0,Mandante,3,2,2025-08-02 00:00:00,José Maria de Campos Maia - Mirassol - SP,3,0,3,0,0,0
2025,18,Fluminense,Grêmio,0,0,Empate,1,0,2025-08-02 00:00:00,Maracanã - Rio de Janeiro - RJ,1,1,3,0,-2,1
2025,18,Corinthians,Fortaleza Ec Saf,1,0,Mandante,1,1,2025-08-03 00:00:00,Neo Química Arena - Sao Paulo - SP,3,0,1,1,2,-1
2025,18,Botafogo,Cruzeiro,0,1,Visitante,0,2,2025-08-03 00:00:00,Nilton Santos - Rio de Janeiro - RJ,0,3,0,3,0,0
2025,18,Ceará,Flamengo,0,1,Visitante,1,1,2025-08-03 00:00:00,Arena Castelão - Fortaleza - CE,0,3,1,1,-1,2
2025,18,Atlético Mineiro,Red Bull Bragantino,1,0,Mandante,2,1,2025-08-03 00:00:00,ARENA MRV - Belo Horizonte - MG,3,0,3,0,0,0
2025,18,Vitória,Palmeiras,0,1,Visitante,2,2,2025-08-03 00:00:00,Manoel Barradas - Salvador - BA,0,3,1,1,-1,2
2025,18,Internacional,São Paulo,0,1,Visitante,1,2,2025-08-03 00:00:00,Beira-Rio - Porto Alegre - RS,0,3,0,3,0,0
2025,18,Santos Fc,Juventude,1,0,Mandante,3,1,2025-08-04 00:00:00,Morumbi - Sao Paulo - SP,3,0,3,0,0,0
2025,19,Red Bull Bragantino,Internacional,0,0,Empate,1,3,2025-08-09 00:00:00,Cícero de Souza Marques - Braganca Paulista - SP,1,1,0,3,1,-2
2025,19,São Paulo,Vitória,1,0,Mandante,2,0,2025-08-09 00:00:00,Morumbi - Sao Paulo - SP,3,0,3,0,0,0
2025,19,Flamengo,Mirassol,1,0,Mandante,2,1,2025-08-09 00:00:00,Maracanã - Rio de Janeiro - RJ,3,0,3,0,0,0
2025,19,Fortaleza Ec Saf,Botafogo,0,1,Visitante,0,5,2025-08-09 00:00:00,Arena Castelão - Fortaleza - CE,0,3,0,3,0,0
2025,19,Bahia,Fluminense,1,0,Mandante,3,3,2025-08-09 00:00:00,Arena Fonte Nova - Salvador - BA,3,0,1,1,2,-1
2025,19,Palmeiras,Ceará,1,0,Mandante,2,1,2025-08-10 00:00:00,Allianz Parque - Sao Paulo - SP,3,0,3,0,0,0
2025,19,Vasco da Gama,Atlético Mineiro,0,1,Visitante,1,1,2025-08-10 00:00:00,São Januário - Rio de Janeiro - RJ,0,3,1,1,-1,2
2025,19,Cruzeiro,Santos Fc,1,0,Mandante,1,2,2025-08-10 00:00:00,Mineirão - Belo Horizonte - MG,3,0,0,3,3,-3
2025,19,Grêmio,Sport Recife,1,0,Mandante,0,1,2025-08-10 00:00:00,Arena do Grêmio - Porto Alegre - RS,3,0,0,3,3,-3
2025,19,Juventude,Corinthians,0,1,Visitante,2,1,2025-08-11 00:00:00,Alfredo Jaconi - Caxias do Sul - RS,0,3,3,0,-3,3
2025,20,Fluminense,Fortaleza Ec Saf,1,0,Mandante,2,1,2025-08-16 00:00:00,Maracanã - Rio de Janeiro - RJ,3,0,3,0,0,0
2025,20,Ceará,Red Bull Bragantino,1,0,Mandante,1,0,2025-08-16 00:00:00,Arena Castelão - Fortaleza - CE,3,0,3,0,0,0
2025,20,Vitória,Juventude,1,0,Mandante,2,2,2025-08-16 00:00:00,Manoel Barradas - Salvador - BA,3,0,1,1,2,-1
